DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2009-Q1,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2009-Q2,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2009-Q3,5.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2009-Q4,5.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2010-Q1,6.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2010-Q2,5.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2010-Q3,4.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2010-Q4,4.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2011-Q1,5.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2011-Q2,4.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2011-Q3,4.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2011-Q4,5.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2012-Q1,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2012-Q2,5.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2012-Q3,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2012-Q4,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2013-Q1,6.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2013-Q2,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2013-Q3,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2013-Q4,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2014-Q1,6.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2014-Q2,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2014-Q3,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2014-Q4,5.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2015-Q1,6.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2015-Q2,6.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2015-Q3,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2015-Q4,6.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2016-Q1,7.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2016-Q2,6.4,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2016-Q3,6.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2016-Q4,6.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2017-Q1,6.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2017-Q2,5.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2017-Q3,5.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2017-Q4,5.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2018-Q1,6.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2018-Q2,4.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2018-Q3,5.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2018-Q4,4.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2019-Q1,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2019-Q2,4.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2019-Q3,4.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2019-Q4,4.4,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2020-Q1,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2020-Q2,6.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2020-Q3,6.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2020-Q4,6.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2021-Q1,7.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2021-Q2,6.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2021-Q3,5.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2021-Q4,5.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2022-Q1,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2022-Q2,4.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2022-Q3,4.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2022-Q4,4.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2023-Q1,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2023-Q2,4.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2023-Q3,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2023-Q4,5.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2024-Q1,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2024-Q2,4.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2024-Q3,5.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2024-Q4,5.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2025-Q1,6.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2025-Q2,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2025-Q3,5.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Austria,2025-Q4,5.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2021-Q1,19.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2021-Q2,18.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2021-Q3,16.4,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2021-Q4,16.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2022-Q1,16.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2022-Q2,15.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2022-Q3,14.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2022-Q4,14.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2023-Q1,13.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2023-Q2,13.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2023-Q3,13.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2023-Q4,12.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2024-Q1,13.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2024-Q2,13.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2024-Q3,12.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2024-Q4,11.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-Q1,13.4,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-Q2,13.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-Q3,11.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025-Q4,11.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2009-Q1,7.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2009-Q2,7.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2009-Q3,8.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2009-Q4,8.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2010-Q1,8.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2010-Q2,8.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2010-Q3,8.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2010-Q4,7.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2011-Q1,7.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2011-Q2,6.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2011-Q3,7.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2011-Q4,7.2,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2012-Q1,7.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2012-Q2,7.1,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2012-Q3,7.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2012-Q4,8.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2013-Q1,8.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2013-Q2,8.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2013-Q3,8.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2013-Q4,8.6,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2014-Q1,8.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2014-Q2,8.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2014-Q3,8.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2014-Q4,8.7,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2015-Q1,8.9,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2015-Q2,8.4,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2015-Q3,8.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2015-Q4,8.8,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2016-Q1,8.5,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2016-Q2,8.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2016-Q3,8.0,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2016-Q4,7.3,,
ESTAT:UNE_RT_Q(1.0),12/03/26 23:00:00,Quarterly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),From 15 to 74 years,Percentage of population in the labour force,Total,Belgium,2017-Q1,7.9,b,
