DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2017,240.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2018,242.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2019,244.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2020,244.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2021,246.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2022,250.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2023,252.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Liechtenstein,2024,256.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2013,47.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2014,46.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2015,46.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2016,45.8,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2017,45.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2018,44.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2019,44.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2020,44.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2021,44.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2022,45.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2023,45.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Lithuania,2024,46.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2013,210.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2014,215.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2015,220.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2016,225.1,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2017,230.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2018,235.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2019,239.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2020,239.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2021,243.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2022,252.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2023,257.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Luxembourg,2024,261.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2013,32.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2014,32.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2015,31.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2016,31.0,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2017,30.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2018,30.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2019,30.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2020,30.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2021,30.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2022,29.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2023,30.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Latvia,2024,30.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2013,45.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2014,45.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2015,45.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2016,45.7,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2017,45.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2018,45.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2019,45.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2020,45.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2021,45.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2022,45.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2023,45.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Montenegro,2024,45.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2013,82.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2014,83.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2015,83.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2016,83.2,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2017,83.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2018,83.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2019,83.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2020,83.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2021,83.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2022,73.7,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,North Macedonia,2024,73.3,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2013,1348.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2014,1375.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2015,1408.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2016,1450.2,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2017,1495.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2018,1548.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2019,1595.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2020,1610.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2021,1646.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2022,1696.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2023,1766.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Malta,2024,1817.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2013,498.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2014,500.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2015,503.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2016,498.1,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2017,501.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2018,504.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2019,507.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2020,507.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2021,510.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2022,517.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2023,526.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Netherlands,2024,529.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2013,16.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2014,16.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2015,17.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2016,16.9,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2017,17.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2018,17.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2019,17.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2020,17.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2021,17.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2022,15.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2023,15.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Norway,2024,15.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2013,124.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2014,123.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2015,123.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2016,123.6,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2017,123.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2018,123.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2019,123.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2020,123.6,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2021,123.4,ep,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2022,119.8,ep,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2023,119.4,ep,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Poland,2024,119.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2013,113.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2014,112.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2015,112.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2016,113.5,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2017,113.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2018,113.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2019,113.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2020,113.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2021,113.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2022,115.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2023,116.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Portugal,2024,117.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2013,86.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2014,86.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2015,86.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2016,85.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2017,85.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2018,83.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2019,82.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2020,82.7,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2021,82.2,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2022,81.3,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2023,81.4,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Romania,2024,81.3,e,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Serbia,2017,91.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Serbia,2018,91.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Serbia,2019,90.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2013,23.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2014,23.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2015,24.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2016,24.4,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2017,24.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2018,25.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2019,25.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2020,25.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2021,25.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2022,25.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2023,25.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Sweden,2024,26.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2013,102.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2014,102.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2015,102.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2016,102.5,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2017,102.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2018,102.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2019,103.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2020,103.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2021,104.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2022,104.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2023,105.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovenia,2024,105.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2013,110.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2014,110.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2015,110.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2016,111.5,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2017,111.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2018,111.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2019,112.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2020,112.0,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2021,112.1,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2022,111.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2023,111.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Slovakia,2024,111.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2013,98.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2014,100.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2015,101.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2016,103.4,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2017,104.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2018,106.2,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2019,107.7,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2020,107.7,be,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2021,108.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2022,110.9,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2023,111.3,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,Türkiye,2024,111.6,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2013,264.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2014,266.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2015,268.5,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2016,270.6,b,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2017,272.4,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2018,273.8,,
ESTAT:TPS00003(1.0),25/02/26 23:00:00,Annual,Persons per square kilometre,United Kingdom,2020,275.3,,
