DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2017,35.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2018,35.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2019,35.8,b,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2020,36.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2021,37.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2022,37.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2023,37.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2024,38.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Italy,2025,39.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2014,22.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2015,23.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2016,24.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2017,24.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2018,25.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2019,26.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2020,27.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2021,27.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2022,28.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2023,29.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2024,31.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Liechtenstein,2025,31.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2014,27.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2015,27.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2016,28.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2017,28.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2018,29.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2019,29.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2020,29.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2021,30.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2022,30.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2023,30.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2024,31.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Lithuania,2025,32.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2014,20.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2015,20.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2016,20.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2017,20.5,b,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2018,20.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2019,20.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2020,20.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2021,21.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2022,21.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2023,21.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2024,21.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Luxembourg,2025,22.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2014,28.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2015,29.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2016,30.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2017,30.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2018,31.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2019,31.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2020,32.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2021,32.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2022,33.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2023,33.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2024,33.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Latvia,2025,34.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Monaco,2024,45.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Monaco,2025,46.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2014,13.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2015,15.3,be,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2016,16.3,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2017,17.2,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2018,18.3,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2019,19.4,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2020,20.4,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2021,21.5,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2022,23.0,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2023,24.4,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2024,26.7,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Moldova,2025,29.4,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2014,19.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2015,20.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2016,20.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2017,21.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2018,22.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2019,22.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2020,23.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2021,24.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2022,24.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2023,24.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2024,25.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Montenegro,2025,26.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2014,17.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2015,18.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2016,18.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2017,18.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2018,19.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2019,20.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2020,20.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2021,21.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2022,25.9,b,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2023,27.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2024,27.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),North Macedonia,2025,28.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2014,26.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2015,26.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2016,27.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2017,27.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2018,27.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2019,26.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2020,26.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2021,27.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2022,27.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2023,27.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2024,26.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Malta,2025,26.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2014,26.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2015,27.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2016,27.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2017,28.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2018,29.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2019,29.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2020,30.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2021,30.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2022,31.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2023,31.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2024,31.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Netherlands,2025,32.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2014,24.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2015,24.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2016,25.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2017,25.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2018,25.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2019,26.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2020,26.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2021,27.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2022,28.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2023,28.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2024,28.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Norway,2025,29.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2014,21.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2015,22.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2016,23.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2017,24.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2018,25.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2019,26.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2020,27.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2021,28.9,bep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2022,29.7,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2023,30.8,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2024,31.8,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Poland,2025,32.7,ep,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2014,30.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2015,31.4,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2016,32.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2017,33.0,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2018,33.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2019,34.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2020,35.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2021,36.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2022,37.3,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2023,37.8,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2024,38.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Portugal,2025,38.6,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2014,24.3,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2015,25.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2016,25.9,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2017,26.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2018,27.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2019,28.1,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2020,29.0,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2021,29.7,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2022,30.3,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2023,30.8,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2024,31.2,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Romania,2025,31.6,e,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,2014,26.7,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,2015,27.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,2016,28.5,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,2017,29.2,,
ESTAT:TPS00198(1.0),25/03/26 23:00:00,Annual,Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years),Serbia,2018,30.3,,
